CultIndex,Individual ID (paper),delta13ccol,delta15n,delata13ccar,C/N,time (RC uncalibrated),time error,period name,TimeID,period age range,PhaseID,PeriodBP,PeriodBP2,age (paper),Setting,sex,NsexDif,CsexDif,Region,Location (paper),Estimated Latitude,Estimated Longitude,material,body part,Region,location,reference
0.86,S A-76,-16.8,8.7,,3.24,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-82,-15.5,8.7,,3.37,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-83A,-13.7,9.9,,3.27,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-85,-10.4,8.8,-4.4,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439. Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-271"
0.86,S A-101A,-12.8,9.9,-6.1,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439. Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-272"
0.86,S A-111,-14.4,8.6,,3.24,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-136,-14.6,9.4,,3.52,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-137,-16.1,8.9,,3.21,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-149,-15.3,8.9,-9.2,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439. Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-271"
0.86,S A-153,-20.4,7.6,-8.7,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439. Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-272"
0.86,S A-154,-14.8,9.6,,3.59,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-156,-13.8,9.3,,3.26,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-157,-15.3,8.8,,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-158,-13,9.3,,3.22,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-165,-11.3,9.8,,3.52,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-166,-12.3,9.2,,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-175A,-11.6,9.7,,3.28,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-194,-13.6,9.5,,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-201,-13.7,9.9,,3.17,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-207,-12.9,10,,3.24,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-217,-13.4,9.6,,3.26,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-219,-14.6,9,,3.19,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-221A,-13.1,9.1,,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-235,-13.6,10,,3.24,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-250,-12.8,10.2,,3.35,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-263,-12.1,9.7,,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-285,-15.3,11.4,,3.4,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S B-296,-11.4,9.9,,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,23-17,-11.11,9.11,-5.8,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-271"
0.86,26-27,-10.2,9.03,-4.88,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-272"
0.86,47-42,-11.28,8.96,-3.84,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-273"
0.86,56-56,-11.63,9.35,-5.29,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-274"
0.86,6--9,-11.93,7.91,-6.06,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-275"
0.86,24-39,-11.53,8.08,-5.09,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-276"
0.86,11-77,-11.36,9.84,-5.86,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-277"
0.86,19-25,-13.27,8.46,-6.12,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-278"
0.86,36-45,-10.32,8.58,-5.56,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-279"
0.86,5--5,-12.1,9.05,-4.63,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-280"
0.86,74-80,-10.98,10.23,-4.97,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-281"
0.86,72-misc,-12.61,10.2,-6.52,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-282"
0.86,3--4,-11.4,9.31,-5.26,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-283"
0.86,25--38,-8.52,9.21,-3.74,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-284"
0.86,48-68,-10.21,8.18,-4.79,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-285"
0.86,50-48,-11.13,8.47,-5.9,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-286"
0.86,52-52,-11.06,9.25,-5.8,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-287"
0.86,11-67,-9.97,8.68,-5.12,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-288"
0.86,11-76,-10.32,9.06,-4.12,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-289"
0.86,11-78,-9.82,9.48,-4.25,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-290"
0.86,14-14,-9.42,9.68,-4.79,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,East St. Louis Stone Quarry,38.6,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-291"
0.86,128-15,-10.47,10.06,-3.04,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,Florence St.,38.62,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-292"
0.86,35-12,-13.11,10.33,-5.41,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Florence St.,38.62,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-293"
0.86,10--21,-11.1,10.2,-5.73,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Florence St.,38.62,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-294"
0.86,32-29,-10.51,10.07,-5.51,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Florence St.,38.62,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-295"
0.86,32-30,-12.4,9.32,-5.99,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Florence St.,38.62,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-296"
0.86,33-31,-10.12,9.74,-4.19,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Florence St.,38.62,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-297"
0.86,38-34,-11.26,9.88,-5.51,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Florence St.,38.62,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-298"
0.86,127-14,-10.94,9.02,-4.7,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,Florence St.,38.62,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-299"
0.86,27-29/9,-11.24,10.19,-5.42,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,Florence St.,38.62,-90.13,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-300"
0.86,1475-18,-10.3,9.21,-3.49,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,Range,38.56,-90.12,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-301"
0.86,1475-19,-11.06,8.32,-5.09,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,Range,38.56,-90.12,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-302"
0.86,1475-20,-11.16,9.55,-5.13,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Range,38.56,-90.12,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-303"
0.86,1472-16,-10.33,9.28,-3.97,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Range,38.56,-90.12,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-304"
0.86,1478-13,-11.02,9.34,-4.47,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Range,38.56,-90.12,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-305"
0.86,1474-14,-14.34,10.88,-5.14,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,Range,38.56,-90.12,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-306"
0.86,BC#1-PC 4,-11.97,9.12,-5.57,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,Corbin Mounds,38.36,-90.29,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-307"
0.86,BC#2-PC 10,-13.41,8.79,-2.88,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,Corbin Mounds,38.36,-90.29,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-308"
0.86,BC#2 PC 25,-12.16,9.5,-4.31,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,Corbin Mounds,38.36,-90.29,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-309"
0.86,BC#2 PC 18,-12.42,8.7,-3.29,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,Corbin Mounds,38.36,-90.29,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-310"
0.86,BC#2-PC 3,-11,8.85,-3.93,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,F,Yes,No,Upper Mississippi,Corbin Mounds,38.36,-90.29,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-311"
0.86,BC#1?,-14.91,9.44,-8.31,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Corbin Mounds,38.36,-90.29,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-312"
0.86,BC#2 Unassoc,-10.75,9.5,8.79,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,I,Yes,No,Upper Mississippi,Corbin Mounds,38.36,-90.29,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-313"
0.86,BC#1?,-12.06,9.53,-6.96,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,Corbin Mounds,38.36,-90.29,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-314"
0.86,BC#2 PC24,-14.99,9.09,-5.54,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,,I,M,Yes,No,Upper Mississippi,Corbin Mounds,38.36,-90.29,collagen,bone,Midwest,,"Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-315"
